title,ingredients,ingredient
Fabulous Fudge Ribbon Cake,"['1 (8 ounce) package cream cheese', '1/4 cup white sugar', '1 egg', '1/2 teaspoon vanilla extract', '1 cup all-purpose flour', '1 1/3 cups white sugar', '1 1/4 teaspoons baking powder', '1/2 teaspoon salt', '1/4 teaspoon baking soda', '1 cup milk', '3 tablespoons shortening', '1 egg', '1/2 teaspoon vanilla extract', '3 (1 ounce) squares unsweetened chocolate, melted', '3 (1 ounce) squares semisweet chocolate', '1 tablespoon butter', '1 tablespoon water', '1/2 teaspoon vegetable oil']","['(8 ounce) package cream cheese', 'white sugar', '', 'vanilla extract', 'all-purpose flour', '1/3 cups white sugar', '1/4 teaspoons baking powder', 'salt', 'baking soda', 'milk', 'shortening', '', 'vanilla extract', '(1 ounce) squares unsweetened chocolate, melted', '(1 ounce) squares semisweet chocolate', 'butter', 'water', 'vegetable oil']"
Fabulous Oatmeal-Bran Cake,"['1 1/2 cups boiling water', '1/2 cup rolled oats', '1/2 cup whole bran cereal', '1 cup white sugar', '1 cup packed light brown sugar', '1/2 cup shortening', '2 eggs', '1 teaspoon baking soda', '1 teaspoon ground cinnamon', '1/2 teaspoon salt', '1 1/2 cups all-purpose flour']","['1/2 cups boiling water', 'rolled oats', 'whole bran cereal', 'white sugar', 'packed light brown sugar', 'shortening', '', 'baking soda', 'ground cinnamon', 'salt', '1/2 cups all-purpose flour']"
Fabulous Orange Cake,"['1 (18.25 ounce) package yellow cake mix', '1 (3.4 ounce) package instant vanilla pudding mix', '2 cups sour cream', '2 eggs', '1/4 cup vegetable oil', '1/4 cup orange liqueur', '1 cup white chocolate chips', ""1/8 cup confectioners' sugar for dusting""]","['(18.25 ounce) package yellow cake mix', '(3.4 ounce) package instant vanilla pudding mix', 'sour cream', '', 'vegetable oil', 'orange liqueur', 'white chocolate chips', ""confectioners' sugar for dusting""]"
Fabulously Sweet Pear Cake,"['4 fresh pears', '1 cup white sugar', '1 cup packed brown sugar', '1 cup chopped pecans', '1 cup vegetable oil', '2 eggs', '3 cups all-purpose flour', '1/2 teaspoon salt', '2 teaspoons baking soda', '1 teaspoon vanilla extract']","['pears', 'white sugar', 'packed brown sugar', 'chopped pecans', 'vegetable oil', '', 'all-purpose flour', 'salt', 'baking soda', 'vanilla extract']"
Fast and Easy Low-Guilt Cake,"['1 (18.25 ounce) package white cake mix', '1\u2009â…” cups water', 'Â½ cup egg substitute', '1 teaspoon vanilla extract', '1 teaspoon butter flavored extract']","['(18.25 ounce) package white cake mix', 'â…” cups water', 'Â½ cup egg substitute', 'vanilla extract', 'butter flavored extract']"
Favorite Chocolate Cake,"['2 cups cake flour', '1 teaspoon baking soda', '1/2 teaspoon salt', '1/2 cup water', '3 (1 ounce) squares unsweetened chocolate', '1/2 cup butter', '1 1/2 cups white sugar', '2 eggs', '1 teaspoon vanilla extract', '2/3 cup sour cream']","['cake flour', 'baking soda', 'salt', 'water', '(1 ounce) squares unsweetened chocolate', 'butter', '1/2 cups white sugar', '', 'vanilla extract', 'sour cream']"
Festive Prune Cake,"['2 cups all-purpose flour', '1 teaspoon baking soda', '1 teaspoon salt', '1 teaspoon ground cinnamon', '1/4 teaspoon ground nutmeg', '1/4 teaspoon ground cloves', '1/4 teaspoon ground allspice', '1/2 cup shortening', '1 cup white sugar', '2 eggs', '1 cup prune juice', '1 cup prunes, cooked and chopped', '1 cup chopped walnuts']","['all-purpose flour', 'baking soda', 'salt', 'ground cinnamon', 'ground nutmeg', 'ground cloves', 'ground allspice', 'shortening', 'white sugar', '', 'prune juice', 'prunes, cooked and chopped', 'chopped walnuts']"
Fig Cake I,"['2 cups all-purpose flour', '1 teaspoon ground cinnamon', '1 teaspoon ground cloves', '1 teaspoon ground nutmeg', '1 teaspoon baking soda', '1 teaspoon baking powder', 'Â½ teaspoon salt', '1\u2009Â½ cups white sugar', '1 cup butter', '3  eggs, beaten', '1 cup buttermilk', '1 cup chopped fresh figs', '1 cup chopped pecans', 'Â½ cup butter', 'Â½ cup white sugar', 'Â½ cup evaporated milk', 'Â½ teaspoon baking soda']","['all-purpose flour', 'ground cinnamon', 'ground cloves', 'ground nutmeg', 'baking soda', 'baking powder', 'Â½ teaspoon salt', 'Â½ cups white sugar', 'butter', ', beaten', 'buttermilk', 'chopped fresh figs', 'chopped pecans', 'Â½ cup butter', 'Â½ cup white sugar', 'Â½ cup evaporated milk', 'Â½ teaspoon baking soda']"
Fig Cake II,"['2 cups all-purpose flour', '1 teaspoon salt', '1 teaspoon ground cinnamon', '1 teaspoon ground nutmeg', '1 teaspoon ground allspice', '1 teaspoon vanilla extract', '3 eggs', '1 1/2 cups white sugar', '1 cup vegetable oil', '1 cup buttermilk', '1 teaspoon baking soda', '2 teaspoons hot water', '1 teaspoon vanilla extract', '1 cup canned figs with juice, chopped', '1 cup chopped pecans', '1 cup white sugar', '1/2 cup buttermilk', '1/2 teaspoon baking soda', '1 tablespoon light corn syrup', '1/4 cup butter', '1 teaspoon vanilla extract']","['all-purpose flour', 'salt', 'ground cinnamon', 'ground nutmeg', 'ground allspice', 'vanilla extract', '', '1/2 cups white sugar', 'vegetable oil', 'buttermilk', 'baking soda', 'hot water', 'vanilla extract', 'canned figs with juice, chopped', 'chopped pecans', 'white sugar', 'buttermilk', 'baking soda', 'light corn syrup', 'butter', 'vanilla extract']"
Fig Spice Cake,"['1 pound dried figs', 'Â½ cup buttermilk', '1\u2009Â½ cups all-purpose flour', '1 teaspoon baking powder', 'Â½ teaspoon baking soda', '1 teaspoon salt', 'Â½ teaspoon ground cinnamon', 'Â¼ teaspoon ground cloves', 'Â½ cup butter', '1 cup white sugar', '2  eggs', '1 teaspoon vanilla extract', '1 cup chopped walnuts']","['dried figs', 'Â½ cup buttermilk', 'Â½ cups all-purpose flour', 'baking powder', 'Â½ teaspoon baking soda', 'salt', 'Â½ teaspoon ground cinnamon', 'Â¼ teaspoon ground cloves', 'Â½ cup butter', 'white sugar', '', 'vanilla extract', 'chopped walnuts']"
Filled Rhubarb Coffee Cake,"['Â¼ teaspoon ground cinnamon', '2 teaspoons white sugar', '1 cup milk', '1 tablespoon lemon juice', 'Â½ cup shortening', '1\u2009Â½ cups white sugar', '1  egg', '1 teaspoon vanilla extract', '2 cups all-purpose flour', '1 teaspoon baking soda', 'Â½ teaspoon salt', '2 cups chopped fresh rhubarb', 'â…“ cup brown sugar', 'â…“ cup white sugar', '1 teaspoon ground cinnamon', '1 cup chopped walnuts', '2 teaspoons white sugar, or to taste', 'Â¼ teaspoon ground cinnamon, or to taste']","['Â¼ teaspoon ground cinnamon', 'white sugar', 'milk', 'lemon juice', 'Â½ cup shortening', 'Â½ cups white sugar', '', 'vanilla extract', 'all-purpose flour', 'baking soda', 'Â½ teaspoon salt', 'chopped fresh rhubarb', 'â…“ cup brown sugar', 'â…“ cup white sugar', 'ground cinnamon', 'chopped walnuts', 'white sugar, or to taste', 'Â¼ teaspoon ground cinnamon, or to taste']"
Five Flavor Pound Cake I,"['1 cup butter, softened', '1/2 cup shortening', '3 cups white sugar', '5 eggs, beaten', '3 cups all-purpose flour', '1/2 teaspoon baking powder', '1 cup milk', '1 teaspoon coconut extract', '1 teaspoon lemon extract', '1 teaspoon rum flavored extract', '1 teaspoon butter flavored extract', '1 teaspoon vanilla extract', '1/2 cup white sugar', '1/4 cup water', '1/2 teaspoon coconut extract', '1/2 teaspoon rum flavored extract', '1/2 teaspoon butter flavored extract', '1/2 teaspoon lemon extract', '1/2 teaspoon vanilla extract']","['butter, softened', 'shortening', 'white sugar', ', beaten', 'all-purpose flour', 'baking powder', 'milk', 'coconut extract', 'lemon extract', 'rum flavored extract', 'butter flavored extract', 'vanilla extract', 'white sugar', 'water', 'coconut extract', 'rum flavored extract', 'butter flavored extract', 'lemon extract', 'vanilla extract']"
Five Flavor Pound Cake II,"['1 cup butter', '1/2 cup vegetable oil', '5 eggs', '3 cups white sugar', '3 cups all-purpose flour', '1/2 teaspoon baking powder', '1/2 teaspoon salt', '1 cup milk', '2 teaspoons coconut extract', '2 teaspoons rum flavored extract', '2 teaspoons butter flavored extract', '1 teaspoon lemon extract', '2 teaspoons vanilla extract', '1/2 cup water', '1 cup white sugar', '1 teaspoon almond extract']","['butter', 'vegetable oil', '', 'white sugar', 'all-purpose flour', 'baking powder', 'salt', 'milk', 'coconut extract', 'rum flavored extract', 'butter flavored extract', 'lemon extract', 'vanilla extract', 'water', 'white sugar', 'almond extract']"
Flag Cake,"['1 (10.75 ounce) loaf prepared pound cake, sliced', '4 cups mixed berry fruit juice', '4 teaspoons agar-agar powder', '1 cup sliced fresh strawberries', '1 cup fresh blueberries', '1 pint heavy cream', '1/4 cup honey', '1/3 cup fresh blueberries', '3 cups fresh strawberries, halved']","['(10.75 ounce) loaf prepared pound cake, sliced', 'mixed berry fruit juice', 'agar-agar powder', 'sliced fresh strawberries', 'fresh blueberries', 'heavy cream', 'honey', 'fresh blueberries', 'fresh strawberries, halved']"
Flax Seed Carrot Cake,"['3 egg whites', '2/3 cup white sugar', '1/4 cup nonfat milk', '1/3 cup applesauce', '1 teaspoon vanilla extract', '1/4 teaspoon almond extract (optional)', '1 1/3 cups whole wheat flour', '2/3 cup all-purpose flour', '2 tablespoons ground flax seed', '2 teaspoons ground cinnamon', '1/2 teaspoon ground nutmeg', '1/2 teaspoon ground cloves', '1 teaspoon baking soda', '1/3 cup chopped walnuts', '1/4 cup raisins', '1/2 (8 ounce) can crushed pineapple, drained', '1 cup grated carrot']","['whites', 'white sugar', 'nonfat milk', 'applesauce', 'vanilla extract', 'almond extract (optional)', '1/3 cups whole wheat flour', 'all-purpose flour', 'ground flax seed', 'ground cinnamon', 'ground nutmeg', 'ground cloves', 'baking soda', 'chopped walnuts', 'raisins', '(8 ounce) can crushed pineapple, drained', 'grated carrot']"
Flourless Banana Honey Cake,"['3 ripe bananas', '1/3 cup honey', '3 tablespoons vegetable oil', '3 eggs, separated', '1/3 cup chopped walnuts', 'ground cinnamon, or to taste (optional)', '1 teaspoon ground nutmeg, or to taste (optional)', '1 teaspoon ground allspice, or to taste (optional)', 'salt to taste']","['bananas', 'honey', 'vegetable oil', ', separated', 'chopped walnuts', 'ground cinnamon, or to taste (optional)', 'ground nutmeg, or to taste (optional)', 'ground allspice, or to taste (optional)', 'salt to taste']"
Flourless Chocolate Cake I,"['1/2 cup water', '1/4 teaspoon salt', '3/4 cup white sugar', '18 (1 ounce) squares bittersweet chocolate', '1 cup unsalted butter', '6 eggs']","['water', 'salt', 'white sugar', '(1 ounce) squares bittersweet chocolate', 'unsalted butter', '']"
Flourless Chocolate Cake II,"['4 (1 ounce) squares semisweet chocolate, chopped', '1/2 cup butter', '3/4 cup white sugar', '1/2 cup cocoa powder', '3 eggs, beaten', '1 teaspoon vanilla extract']","['(1 ounce) squares semisweet chocolate, chopped', 'butter', 'white sugar', 'cocoa powder', ', beaten', 'vanilla extract']"
Flourless Chocolate Espresso Cake,"['Cake:', '1 tablespoon instant espresso powder', '1 tablespoon hot water', '3/4 cup LAND O LAKESÂ® Unsalted Butter', '6 ounces high-quality bittersweet chocolate baking bar, broken into small pieces', '1 cup sugar', '3 LAND O LAKESÂ® Eggs', '1/2 cup unsweetened cocoa powder', 'Espresso Whipped Cream:', '1 teaspoon instant espresso powder', '1 teaspoon hot water', '1 cup LAND O LAKESÂ® Heavy Whipping Cream, chilled', '1/4 cup sugar', '2 tablespoons powdered sugar', '1/8 teaspoon extra fine edible glitter']","['Cake:', 'instant espresso powder', 'hot water', 'LAND O LAKESÂ® Unsalted Butter', 'high-quality bittersweet chocolate baking bar, broken into small pieces', 'sugar', 'O LAKESÂ® Eggs', 'unsweetened cocoa powder', 'Espresso Whipped Cream:', 'instant espresso powder', 'hot water', 'LAND O LAKESÂ® Heavy Whipping Cream, chilled', 'sugar', 'powdered sugar', 'extra fine edible glitter']"
Flourless Chocolate Mousse Cake,"['7 ounces bittersweet chocolate, chopped', '7/8 cup margarine', '7/8 cup white sugar, separated', '6 eggs, separated']","['bittersweet chocolate, chopped', 'margarine', 'white sugar, separated', ', separated']"
Flourless Coconut and Almond Cake,"['1 1/2 cups almond meal', '3/4 cup coconut flakes', '1 1/4 cups caster (superfine) sugar', '4 eggs', '2 teaspoons vanilla extract', '7/8 cup unsalted butter, melted and cooled', '2 tablespoons almond slices', ""2 tablespoons confectioners' sugar, or to taste""]","['1/2 cups almond meal', 'coconut flakes', '1/4 cups caster (superfine) sugar', '', 'vanilla extract', 'unsalted butter, melted and cooled', 'almond slices', ""confectioners' sugar, or to taste""]"
Fluffy Banana Cake,"['2 bananas, broken into chunks', '2 cups sifted all-purpose flour', '1/2 teaspoon baking powder', '3/4 teaspoon baking soda', '1/2 teaspoon salt', '1/2 cup shortening', '1 1/2 cups white sugar', '2 eggs', '1 teaspoon vanilla extract', '1/4 cup buttermilk', '4 cups whipped heavy cream']","[', broken into chunks', 'sifted all-purpose flour', 'baking powder', 'baking soda', 'salt', 'shortening', '1/2 cups white sugar', '', 'vanilla extract', 'buttermilk', 'whipped heavy cream']"
Fluffy Cake Doughnuts,"['2 cups all-purpose flour', '3/4 cup white sugar', '2 teaspoons baking powder', '1/4 teaspoon ground nutmeg', '1/4 teaspoon ground cinnamon', '1 teaspoon salt', '3/4 cup milk', '2 eggs, beaten', '1 teaspoon vanilla extract', '1 tablespoon shortening', ""1 cup confectioners' sugar"", '2 tablespoons hot water', '1/2 teaspoon almond extract']","['all-purpose flour', 'white sugar', 'baking powder', 'ground nutmeg', 'ground cinnamon', 'salt', 'milk', ', beaten', 'vanilla extract', 'shortening', ""confectioners' sugar"", 'hot water', 'almond extract']"
Four Egg Yellow Cake,"['1 cup shortening', '2 cups white sugar', '4 eggs', '2 teaspoons vanilla extract', '2 3/4 cups all-purpose flour', '3 teaspoons baking powder', '1 teaspoon salt', '1 3/4 cups milk']","['shortening', 'white sugar', '', 'vanilla extract', '3/4 cups all-purpose flour', 'baking powder', 'salt', '3/4 cups milk']"
Fourteen K Carrot Cake,"['2 cups sifted all-purpose flour', '2 teaspoons baking powder', '1 1/2 teaspoons baking soda', '1 1/2 teaspoons salt', '2 teaspoons ground cinnamon', '2 cups white sugar', '1 1/2 cups vegetable oil', '4 eggs', '2 (4.5 ounce) jars carrot baby food', '1/2 cup crushed pineapple, drained', '1/2 cup chopped walnuts', '1/2 cup flaked coconut']","['sifted all-purpose flour', 'baking powder', '1/2 teaspoons baking soda', '1/2 teaspoons salt', 'ground cinnamon', 'white sugar', '1/2 cups vegetable oil', '', '(4.5 ounce) jars carrot baby food', 'crushed pineapple, drained', 'chopped walnuts', 'flaked coconut']"
Fourteen Layer Chocolate Cake,"['1/2 cup shortening', '1/2 cup butter', '2 cups white sugar', '6 eggs', '3 cups milk', '3 cups self-rising flour', '2 teaspoons vanilla extract', '3 cups white sugar', '1 cup butter', '1/2 cup unsweetened cocoa powder', '1/4 cup water', '2 cups evaporated milk']","['shortening', 'butter', 'white sugar', '', 'milk', 'self-rising flour', 'vanilla extract', 'white sugar', 'butter', 'unsweetened cocoa powder', 'water', 'evaporated milk']"
Fragrant and Healthy Carrot Cake,"['Â¾ cup whole wheat flour', 'Â¾ cup cake flour', 'Â½ cup packed brown sugar', '1 tablespoon ground cinnamon', '1 tablespoon carob powder (optional)', '1 teaspoon baking powder', '1 teaspoon baking soda', 'Â½ teaspoon salt', '1\u2009Â½ tablespoons molasses', 'Â¼ cup vegetable oil', '2  eggs', '1  orange, juiced and zested', '1\u2009Â½ teaspoons grated lemon zest', 'Â½ cup raisins', '5  dried figs, chopped', '2 tablespoons poppy seeds', '2 cups grated carrots', 'Â¼ cup chopped pecans']","['Â¾ cup whole wheat flour', 'Â¾ cup cake flour', 'Â½ cup packed brown sugar', 'ground cinnamon', 'carob powder (optional)', 'baking powder', 'baking soda', 'Â½ teaspoon salt', 'Â½ tablespoons molasses', 'Â¼ cup vegetable oil', '', ', juiced and zested', 'Â½ teaspoons grated lemon zest', 'Â½ cup raisins', 'figs, chopped', 'poppy seeds', 'grated carrots', 'Â¼ cup chopped pecans']"
Frankenstein Ice Cream Cake,"['1/2 gallon mint chocolate chip ice cream', '2 cups heavy whipping cream', '1/2 cup white sugar', '1 pouch whipped cream stabilizer (such as Dr. OetkerÂ® Whip It)', '2 teaspoons vanilla extract', '1 drop green food coloring, or as desired', '2 cups crushed chocolate sandwich cookies (such as OreoÂ®)', '1/2 cup melted butter', '1 tablespoon hot fudge sauce, or as needed', '2 tablespoons chocolate sprinkles, or as desired', '2 chocolate sandwich cookies (such as OreoÂ®)']","['mint chocolate chip ice cream', 'heavy whipping cream', 'white sugar', 'whipped cream stabilizer (such as Dr. OetkerÂ® Whip It)', 'vanilla extract', 'green food coloring, or as desired', 'crushed chocolate sandwich cookies (such as OreoÂ®)', 'melted butter', 'hot fudge sauce, or as needed', 'chocolate sprinkles, or as desired', 'sandwich cookies (such as OreoÂ®)']"
Franklin Nut Cake,"['2 cups butter', '2 cups white sugar', '6 eggs', '4 cups all-purpose flour', '1 teaspoon baking powder', '1 cup candied cherries', '1 cup candied pineapple chunks', '3 cups chopped pecans', '1/4 teaspoon salt', '2 teaspoons vanilla extract']","['butter', 'white sugar', '', 'all-purpose flour', 'baking powder', 'candied cherries', 'candied pineapple chunks', 'chopped pecans', 'salt', 'vanilla extract']"
